42����b���b,0,53643
S,10552,42208020,336,0,0,8696
S,10553,42212020,331,0,0,12354
S,10554,42216020,327,0,0,173
S,10555,42220020,335,0,0,4868
S,10556,42224020,348,0,0,25456
S,10557,42228020,350,0,0,29651
S,10558,42232020,341,0,0,16955
S,10559,42236020,333,0,0,21122
S,10560,42240020,339,0,0,41603
S,10561,42244020,352,0,0,48401
S,10562,42248020,355,0,0,36337
S,10563,42252020,345,0,0,40042
S,10564,42256020,336,0,0,60420
S,10565,42260020,339,0,0,64678
S,10566,42264020,349,0,0,53067
S,10567,42268024,352,0,0,57307
S,10568,42272024,345,0,0,12172
S,10569,42276020,335,0,0,15927
S,10570,42280020,338,0,0,3785
S,10571,42284020,345,0,0,6499
S,10572,42288020,343,0,0,26890
S,10573,42292020,333,0,0,31153
S,10574,42296020,324,0,0,18523
S,10575,42300020,330,0,0,22772
S,10576,42304024,341,0,0,43160
S,10577,42308020,342,0,0,47926
S,10578,42312020,332,0,0,35791
S,10579,42316024,324,0,0,39530
S,10580,42320020,330,0,0,59919
S,10581,42324020,340,0,0,64176
S,10582,42328020,341,0,0,62802
S,10583,42332024,331,0,0,50657
S,10584,42336020,324,0,0,54669
S,10585,42340020,330,0,0,9249
S,10586,42344020,340,0,0,13532
S,10587,42348020,338,0,0,1915
S,10588,42352020,322,0,0,5900
S,10589,42356020,315,0,0,26580
S,10590,42360024,337,0,0,30289
S,10591,42364020,384,0,0,17965
S,10592,42368020,441,0,0,22091
S,10593,42372020,495,0,0,41404
S,10594,42376020,542,0,0,45742
S,10595,42380020,563,0,0,33570
S,10596,42384020,529,0,0,37735
S,10597,42388020,455,0,0,57360
S,10598,42392020,382,0,0,62282
S,10599,42396020,334,0,0,50139
S,10600,42400020,320,0,0,54202
S,10601,42404020,326,0,0,8732
S,10602,42408020,327,0,0,13054
S,10603,42412020,315,0,0,3363
S,10604,42416020,304,0,0,7503
S,10605,42420020,309,0,0,28139
S,10606,42424024,319,0,0,31758
S,10607,42428020,321,0,0,19677
S,10608,42432024,311,0,0,23768
S,10609,42436024,303,0,0,44897
S,10610,42440020,309,0,0,49044
S,10611,42444020,321,0,0,36417
S,10612,42448024,323,0,0,40488
S,10613,42452024,314,0,0,61168
S,10614,42456020,306,0,0,63767
S,10615,42460020,313,0,0,51645
S,10616,42464020,325,0,0,55726
S,10617,42468024,327,0,0,10254
S,10618,42472020,317,0,0,14491
S,10619,42476020,309,0,0,2866
S,10620,42480020,316,0,0,7004
S,10621,42484024,329,0,0,27524
S,10622,42488020,331,0,0,31337
S,10623,42492020,321,0,0,19138
S,10624,42496020,314,0,0,23078
S,10625,42500020,320,0,0,22013
S,10626,42504020,332,0,0,42258
S,10627,42508020,335,0,0,46256
S,10628,42512020,325,0,0,34013
S,10629,42516020,317,0,0,37892
S,10630,42520020,325,0,0,59295
S,10631,42524020,338,0,0,63273
S,10632,42528020,340,0,0,51008
S,10633,42532020,330,0,0,55039
S,10634,42536020,321,0,0,9750
S,10635,42540020,330,0,0,12732
S,10636,42544020,343,0,0,454
S,10637,42548020,345,0,0,4457
