detector,record,fs,seconds,analysed_seconds,detected_r_peaks,reference_annotations,tp,fp,fn,sensitivity,positive_predictive_value,f1,mean_abs_timing_error_samples,median_abs_timing_error_samples,timing_jitter_samples,false_positives_per_minute,runtime_ms,runtime_ms_per_minute_ecg
hamilton_style,208,360.0,60.0,60.0,106,111,94.0,12.0,17.0,0.8468468468468469,0.8867924528301887,0.8663594470046083,7.691489361702128,2.0,14.039478225547828,12.0,4.418541997438297,4.418541997438297
hamilton_style,209,360.0,60.0,60.0,94,94,93.0,1.0,1.0,0.9893617021276596,0.9893617021276596,0.9893617021276596,2.913978494623656,3.0,0.2803958023743075,1.0,4.604542002198286,4.604542002198286
hamilton_style,210,360.0,60.0,60.0,92,93,92.0,0.0,1.0,0.989247311827957,1.0,0.9945945945945946,2.108695652173913,2.0,2.7103386740015125,0.0,4.392667004140094,4.392667004140094
hamilton_style,212,360.0,60.0,60.0,90,91,90.0,0.0,1.0,0.989010989010989,1.0,0.994475138121547,2.6,3.0,0.48989794855663565,0.0,4.117541000596248,4.117541000596248
hamilton_style,213,360.0,60.0,60.0,110,112,110.0,0.0,2.0,0.9821428571428571,1.0,0.9909909909909909,2.1,2.0,0.3554766326548573,0.0,4.228165998938493,4.228165998938493
hamilton_style,214,360.0,60.0,60.0,76,77,76.0,0.0,1.0,0.987012987012987,1.0,0.9934640522875817,3.1315789473684212,3.0,3.18855727672018,0.0,4.285124996386003,4.285124996386003
hamilton_style,215,360.0,60.0,60.0,114,114,114.0,0.0,0.0,1.0,1.0,1.0,4.5701754385964914,3.0,5.387429082656449,0.0,4.7707080011605285,4.7707080011605285
hamilton_style,217,360.0,60.0,60.0,72,73,72.0,0.0,1.0,0.9863013698630136,1.0,0.993103448275862,22.77777777777778,23.0,4.460647547521534,0.0,4.252082995662931,4.252082995662931
hamilton_style,219,360.0,60.0,60.0,73,75,73.0,0.0,2.0,0.9733333333333334,1.0,0.9864864864864865,2.164383561643836,2.0,0.3706232673553064,0.0,3.8503339965245686,3.8503339965245686
hamilton_style,220,360.0,60.0,60.0,72,73,72.0,0.0,1.0,0.9863013698630136,1.0,0.993103448275862,3.111111111111111,3.0,1.3182011686338524,0.0,4.4612499987124465,4.4612499987124465
hamilton_style,221,360.0,60.0,60.0,78,79,78.0,0.0,1.0,0.9873417721518988,1.0,0.9936305732484078,2.423076923076923,3.0,0.8551387767001176,0.0,4.141624995099846,4.141624995099846
hamilton_style,222,360.0,60.0,60.0,75,76,75.0,0.0,1.0,0.9868421052631579,1.0,0.9933774834437086,2.453333333333333,2.0,0.49781745873585254,0.0,4.516125001828186,4.516125001828186
hamilton_style,223,360.0,60.0,60.0,80,81,79.0,1.0,2.0,0.9753086419753086,0.9875,0.9813664596273292,3.088607594936709,3.0,0.3256881096270534,1.0,4.497124995396007,4.497124995396007
hamilton_style,228,360.0,60.0,60.0,74,85,74.0,0.0,11.0,0.8705882352941177,1.0,0.9308176100628931,3.5135135135135136,2.0,5.535924246959933,0.0,4.261833004420623,4.261833004420623
hamilton_style,230,360.0,60.0,60.0,79,86,79.0,0.0,7.0,0.9186046511627907,1.0,0.9575757575757576,4.784810126582278,3.0,3.730377813953187,0.0,3.823125000053551,3.823125000053551
hamilton_style,231,360.0,60.0,60.0,63,65,63.0,0.0,2.0,0.9692307692307692,1.0,0.9843749999999999,1.8095238095238095,2.0,0.3926767262493011,0.0,4.058541999256704,4.058541999256704
hamilton_style,232,360.0,60.0,60.0,62,59,57.0,5.0,2.0,0.9661016949152542,0.9193548387096774,0.9421487603305785,3.1403508771929824,3.0,0.39463936418252604,5.0,3.8682919985149056,3.8682919985149056
hamilton_style,233,360.0,60.0,60.0,104,107,103.0,1.0,4.0,0.9626168224299065,0.9903846153846154,0.976303317535545,2.621359223300971,2.0,2.465751839316873,1.0,4.321582993725315,4.321582993725315
hamilton_style,234,360.0,60.0,60.0,92,93,92.0,0.0,1.0,0.989247311827957,1.0,0.9945945945945946,2.3260869565217392,2.0,0.46877953593147437,0.0,4.248833000019658,4.248833000019658
